ship_name,id,title,category,comment
362,354,Stupid Signage,Road Signs,"There is a new ""Safety Camera"" on Victoria Road. The speed limit on Victoria Road is 70. First problem is that just before the Safety Camera sign, there is a sign indicating the speed limit changes from 50 to ? but the Safety Camera sign is showing 50. Secondly, there are so many signs that they tend to hide each other as well as the traffic lights at the intersection."
363,355,"Road degradation Bay St, Hat Head NSW 2440",General,"This stretch of road has been in extremely poor condition for many years & is a patchwork quilt of temporary repairs. Heavy vehicle traffic has caused degradation of the road surface to the point where there is no water run-off. Large potholes (the one pictured is almost a metre across & 20cm deep) keep reforming as patching is ineffective. Being a tourist destination, there is an increase in activity in warmer months & the road is a severe hazard to traffic as well as to the many children frequenting the area & riding bicycles. Over the years, I have observed (& gone to the aid of) several cyclists who have suffered injuries as a direct result of the condition of the road surface."
364,36,"Rubbish, glass & graffiti",General,"Hi, there is glass, rubbish and ugly graffiti along the road in the grassy area (particularily on east side of road) on the side walls and under the underpass. As there is no concrete path on that side if we approach walking from the south east with my kids and I (with buggy) have to walk along the grass. I always worry my 4yr feet in his sandals will get scratched or cut with the glass or a buggy tire punctured. Would be good if it could be cleaned up."
365,362,Waitovu Street Mosman,General,"The buses have created a huge pothole at the corner of Mandolong Road. The Council fixes it every few years, but the hot mix fix they use is hopeless and a new pothole forms in a few months."
366,363,Please fix my street,General,"Both ends of Dunlop Road are in need of repair. cnr of Dunlop and Alistair Ave, Forresters beach especially needs attendion, with loose and exposed rocks."
367,364,Whisky Creek Road,General,"The entire length of Whisky Creek Road, Dorrigo, need re-surfacing. The worst section is in front of 335 Whisky Creek Road."
368,365,Sunken gutter,General,The gutter in Innes street Five Dock has sunken causing water to pond. This water may sit for days and become stagnant. The shear amount of water prohibits crossing and is dangerous for elderly visitor and residents when attempting to get across.
369,366,Needs resurfacing,General,Enitire road needs resurfacing
370,367,Road needs resurfacing.,General,"Surface is breaking up, weeds growing through & pot holes developing."
371,37,Road surface,General,Road surface is wearing away due to truck movements
372,370,Offensive Graffiti,General,"A large, white Swastika was spray-painted on intersection of Leura Mall and Malvern Street, Leura, during the night of the 11th/12th September. It is not the first occurrence of such graffiti in this particular occasion; such graffiti has been seen and noted in the past. A report of such was made verbally to Katoomba Police Station on the morning of the 12th."
373,371,Crossing,General,We would like to have crossing as school there and there is over 100 kids cross that road in everyday. Kids most of the time been told off sworn by motorist.
374,374,Access,General,"Entry and exit from Hillsborough is very difficult at peak hour more so since Cardiff entry has been improved. When the dog shows are on some drivers come on to the wrong side of the road , into the merge lane to go to the showground and 2 cars turn at once blocking exit from Chadwick(Moody) Street."
